Data paths:
  building: benchmark-data-sf10/building
  customer: benchmark-data-sf10/customer
  driver: benchmark-data-sf10/driver
  trip: benchmark-data-sf10/trip
  vehicle: benchmark-data-sf10/vehicle
  zone: benchmark-data-sf10/zone

============================================================
Running Sedonadb Gpu Benchmark
============================================================
Sedonadb Gpu version: 0.3.0
  Running q6... [LIBGPUSPATIAL] [  9975][17:57:36:974800][info  ] Initializing GpuSpatialRuntime on device 0, PTX root /mnt/data/sedona-db/target/release/build/sedona-libgpuspatial-49614f8a870dbe66/out/share/gpuspatial/shaders
[LIBGPUSPATIAL] [  9972][17:57:37:604899][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Evaluating 16 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9973][17:57:37:607704][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 23
[LIBGPUSPATIAL] [  9973][17:57:37:607871][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 23
[LIBGPUSPATIAL] [  9973][17:57:37:608245][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Loaded Geometries, ProbeArray 100000, Loaded 19, Type Point
[LIBGPUSPATIAL] [  9973][17:57:37:608285][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Evaluating 23 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9974][17:57:37:612096][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 27
[LIBGPUSPATIAL] [  9974][17:57:37:612248][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 27
[LIBGPUSPATIAL] [  9974][17:57:37:612610][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Loaded Geometries, ProbeArray 100000, Loaded 21, Type Point
[LIBGPUSPATIAL] [  9974][17:57:37:612659][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Evaluating 27 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9976][17:57:37:615763][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 28
[LIBGPUSPATIAL] [  9976][17:57:37:615913][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 28
[LIBGPUSPATIAL] [  9976][17:57:37:616266][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Loaded Geometries, ProbeArray 100000, Loaded 20, Type Point
[LIBGPUSPATIAL] [  9976][17:57:37:616317][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Evaluating 28 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9969][17:57:37:617478][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 8
[LIBGPUSPATIAL] [  9969][17:57:37:617610][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 8
[LIBGPUSPATIAL] [  9969][17:57:37:617914][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Loaded Geometries, ProbeArray 100000, Loaded 6, Type Point
[LIBGPUSPATIAL] [  9969][17:57:37:617955][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Evaluating 8 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9970][17:57:37:621555][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 29
[LIBGPUSPATIAL] [  9970][17:57:37:622076][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 29
[LIBGPUSPATIAL] [  9970][17:57:37:622818][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 1 MB), Loaded Geometries, ProbeArray 100000, Loaded 20, Type Point
[LIBGPUSPATIAL] [  9972][17:57:37:622823][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 17
[LIBGPUSPATIAL] [  9970][17:57:37:622888][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 1 MB), Evaluating 29 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9972][17:57:37:623141][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 17
[LIBGPUSPATIAL] [  9972][17:57:37:623516][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Loaded Geometries, ProbeArray 100000, Loaded 13, Type Point
[LIBGPUSPATIAL] [  9972][17:57:37:623558][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Evaluating 17 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9973][17:57:37:626182][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 31
[LIBGPUSPATIAL] [  9974][17:57:37:626194][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 21
[LIBGPUSPATIAL] [  9973][17:57:37:626632][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 31
[LIBGPUSPATIAL] [  9974][17:57:37:626785][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 21
[LIBGPUSPATIAL] [  9973][17:57:37:627424][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Loaded Geometries, ProbeArray 100000, Loaded 19, Type Point
[LIBGPUSPATIAL] [  9973][17:57:37:627476][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Evaluating 31 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9974][17:57:37:627548][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Loaded Geometries, ProbeArray 100000, Loaded 17, Type Point
[LIBGPUSPATIAL] [  9974][17:57:37:627586][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Evaluating 21 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9976][17:57:37:632483][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 21
[LIBGPUSPATIAL] [  9976][17:57:37:632713][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 21
[LIBGPUSPATIAL] [  9976][17:57:37:633207][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Loaded Geometries, ProbeArray 100000, Loaded 15, Type Point
[LIBGPUSPATIAL] [  9976][17:57:37:633287][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Evaluating 21 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9969][17:57:37:634862][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 30
[LIBGPUSPATIAL] [  9969][17:57:37:635051][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 30
[LIBGPUSPATIAL] [  9969][17:57:37:639179][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Loaded Geometries, ProbeArray 100000, Loaded 21, Type Point
[LIBGPUSPATIAL] [  9969][17:57:37:639286][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Evaluating 30 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9970][17:57:37:641449][info  ] RTSpatialIndex 0x75dbf000a800 (Used 2 MB), Allocate result buffer, memory consumption 0 MB, capacity 23
[LIBGPUSPATIAL] [  9970][17:57:37:641675][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 23
[LIBGPUSPATIAL] [  9972][17:57:37:641810][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 21
[LIBGPUSPATIAL] [  9972][17:57:37:642251][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 21
[LIBGPUSPATIAL] [  9972][17:57:37:643231][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 1 MB), Loaded Geometries, ProbeArray 100000, Loaded 16, Type Point
[LIBGPUSPATIAL] [  9970][17:57:37:643250][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 1 MB), Loaded Geometries, ProbeArray 100000, Loaded 18, Type Point
[LIBGPUSPATIAL] [  9972][17:57:37:643304][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 1 MB), Evaluating 21 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9970][17:57:37:643326][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 1 MB), Evaluating 23 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9974][17:57:37:643951][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 23
[LIBGPUSPATIAL] [  9974][17:57:37:644406][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 23
[LIBGPUSPATIAL] [  9974][17:57:37:645005][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Loaded Geometries, ProbeArray 100000, Loaded 17, Type Point
[LIBGPUSPATIAL] [  9974][17:57:37:645053][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Evaluating 23 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9971][17:57:37:647554][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 27
[LIBGPUSPATIAL] [  9971][17:57:37:647730][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 27
[LIBGPUSPATIAL] [  9971][17:57:37:648221][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Loaded Geometries, ProbeArray 100000, Loaded 19, Type Point
[LIBGPUSPATIAL] [  9971][17:57:37:648261][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Evaluating 27 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9976][17:57:37:649947][info  ] RTSpatialIndex 0x75dbf000a800 (Used 2 MB), Allocate result buffer, memory consumption 0 MB, capacity 15
[LIBGPUSPATIAL] [  9973][17:57:37:650027][info  ] RTSpatialIndex 0x75dbf000a800 (Used 2 MB), Allocate result buffer, memory consumption 0 MB, capacity 17
[LIBGPUSPATIAL] [  9975][17:57:37:650093][info  ] RTSpatialIndex 0x75dbf000a800 (Used 2 MB), Allocate result buffer, memory consumption 0 MB, capacity 19
[LIBGPUSPATIAL] [  9976][17:57:37:650316][info  ] RTSpatialIndex 0x75dbf000a800 (Used 2 MB), Probe Points, Size: 100000, Results: 15
[LIBGPUSPATIAL] [  9975][17:57:37:650425][info  ] RTSpatialIndex 0x75dbf000a800 (Used 2 MB), Probe Points, Size: 100000, Results: 19
[LIBGPUSPATIAL] [  9973][17:57:37:650599][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 17
[LIBGPUSPATIAL] [  9976][17:57:37:651178][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Loaded Geometries, ProbeArray 100000, Loaded 11, Type Point
[LIBGPUSPATIAL] [  9975][17:57:37:651198][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Loaded Geometries, ProbeArray 100000, Loaded 14, Type Point
[LIBGPUSPATIAL] [  9976][17:57:37:651227][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Evaluating 15 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9975][17:57:37:651233][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Evaluating 19 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9973][17:57:37:651587][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Loaded Geometries, ProbeArray 100000, Loaded 12, Type Point
[LIBGPUSPATIAL] [  9973][17:57:37:651711][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Evaluating 17 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9969][17:57:37:657543][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 32
[LIBGPUSPATIAL] [  9969][17:57:37:657683][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 32
[LIBGPUSPATIAL] [  9969][17:57:37:658164][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Loaded Geometries, ProbeArray 100000, Loaded 25, Type Point
[LIBGPUSPATIAL] [  9969][17:57:37:658226][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Evaluating 32 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9970][17:57:37:661799][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 15
[LIBGPUSPATIAL] [  9970][17:57:37:662005][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 15
[LIBGPUSPATIAL] [  9972][17:57:37:661799][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 31
[LIBGPUSPATIAL] [  9972][17:57:37:662681][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 31
[LIBGPUSPATIAL] [  9974][17:57:37:662736][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 26
[LIBGPUSPATIAL] [  9970][17:57:37:662687][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 1 MB), Loaded Geometries, ProbeArray 100000, Loaded 12, Type Point
[LIBGPUSPATIAL] [  9970][17:57:37:662802][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 1 MB), Evaluating 15 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9974][17:57:37:663340][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 26
[LIBGPUSPATIAL] [  9972][17:57:37:663595][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Loaded Geometries, ProbeArray 100000, Loaded 23, Type Point
[LIBGPUSPATIAL] [  9972][17:57:37:663641][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Evaluating 31 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9971][17:57:37:664247][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 15
[LIBGPUSPATIAL] [  9974][17:57:37:664322][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 1 MB), Loaded Geometries, ProbeArray 100000, Loaded 23, Type Point
[LIBGPUSPATIAL] [  9974][17:57:37:664436][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 1 MB), Evaluating 26 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9971][17:57:37:664586][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 15
[LIBGPUSPATIAL] [  9971][17:57:37:665074][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Loaded Geometries, ProbeArray 100000, Loaded 13, Type Point
[LIBGPUSPATIAL] [  9971][17:57:37:665156][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 0 MB), Evaluating 15 Geometry Pairs with Predicate Contains
[LIBGPUSPATIAL] [  9973][17:57:37:671565][info  ] RTSpatialIndex 0x75dbf000a800 (Used 2 MB), Allocate result buffer, memory consumption 0 MB, capacity 8
[LIBGPUSPATIAL] [  9973][17:57:37:671906][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 8
[LIBGPUSPATIAL] [  9976][17:57:37:671993][info  ] RTSpatialIndex 0x75dbf000a800 (Used 2 MB), Allocate result buffer, memory consumption 0 MB, capacity 27
[LIBGPUSPATIAL] [  9976][17:57:37:672540][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 27
[LIBGPUSPATIAL] [  9975][17:57:37:672594][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Allocate result buffer, memory consumption 0 MB, capacity 18
[LIBGPUSPATIAL] [  9973][17:57:37:672884][info  ] RTSpatialRefiner 0x75dbf3d29300 (Used 1 MB), Loaded Geometries, ProbeArray 100000, Loaded 7, Type Point
[LIBGPUSPATIAL] [  9975][17:57:37:672944][info  ] RTSpatialIndex 0x75dbf000a800 (Used 1 MB), Probe Points, Size: 100000, Results: 18
